id,value
11851,truck
11852,truck
11853,dog
11854,ship
11855,deer
11856,dog
11857,automobile
11858,truck
11859,ship
11860,bird
11861,cat
11862,airplane
11863,ship
11864,automobile
11865,ship
11866,frog
11867,ship
11868,airplane
11869,dog
11870,dog
11871,ship
11872,airplane
11873,ship
11874,truck
11875,deer
11876,truck
11877,automobile
11878,truck
11879,truck
11880,frog
11881,frog
11882,ship
11883,ship
11884,automobile
11885,airplane
11886,truck
11887,deer
11888,dog
11889,truck
11890,airplane
11891,dog
11892,airplane
11893,cat
11894,airplane
11895,bird
11896,ship
11897,deer
11898,deer
11899,airplane
11900,dog
11901,frog
11902,dog
11903,truck
11904,airplane
11905,automobile
11906,truck
11907,bird
11908,truck
11909,ship
11910,frog
11911,airplane
11912,ship
11913,cat
11914,horse
11915,cat
11916,deer
11917,truck
11918,truck
11919,automobile
11920,dog
11921,cat
11922,dog
11923,truck
11924,airplane
11925,airplane
11926,truck
11927,truck
11928,bird
11929,ship
11930,cat
11931,horse
11932,dog
11933,deer
11934,truck
11935,airplane
11936,deer
11937,airplane
11938,truck
11939,deer
11940,dog
11941,bird
11942,dog
11943,ship
11944,automobile
11945,cat
11946,dog
11947,horse
11948,frog
11949,automobile
11950,cat
11951,frog
11952,airplane
11953,truck
11954,deer
11955,deer
11956,airplane
11957,deer
11958,automobile
11959,horse
11960,dog
11961,truck
11962,bird
11963,automobile
11964,bird
11965,cat
11966,automobile
11967,truck
11968,truck
11969,airplane
11970,ship
11971,deer
11972,bird
11973,ship
11974,automobile
11975,automobile
11976,airplane
11977,deer
11978,deer
11979,horse
11980,dog
11981,automobile
11982,cat
11983,truck
11984,horse
11985,dog
11986,horse
11987,dog
11988,deer
11989,truck
11990,airplane
11991,deer
11992,deer
11993,ship
11994,airplane
11995,truck
11996,truck
11997,dog
11998,deer
11999,frog
12000,automobile
12001,cat
12002,frog
12003,dog
12004,cat
12005,ship
12006,truck
12007,cat
12008,horse
12009,deer
12010,frog
12011,truck
12012,ship
12013,automobile
12014,automobile
12015,ship
12016,deer
12017,automobile
12018,airplane
12019,deer
12020,frog
12021,frog
12022,frog
12023,ship
12024,airplane
12025,dog
12026,frog
12027,truck
12028,dog
12029,horse
12030,deer
12031,airplane
12032,deer
12033,dog
12034,truck
12035,bird
12036,bird
12037,horse
12038,frog
12039,ship
12040,deer
12041,ship
12042,ship
12043,bird
12044,cat
12045,automobile
12046,truck
12047,automobile
12048,horse
12049,truck
12050,ship
12051,truck
12052,deer
12053,deer
12054,frog
12055,cat
12056,airplane
12057,deer
12058,bird
12059,dog
12060,deer
12061,frog
12062,automobile
12063,automobile
12064,deer
12065,frog
12066,ship
12067,airplane
12068,deer
12069,frog
12070,ship
12071,truck
12072,dog
12073,horse
12074,horse
12075,frog
12076,ship
12077,deer
12078,ship
12079,automobile
12080,bird
12081,automobile
12082,truck
12083,frog
12084,truck
12085,bird
12086,ship
12087,frog
12088,truck
12089,truck
12090,deer
12091,horse
12092,truck
12093,frog
12094,truck
12095,automobile
12096,ship
12097,frog
12098,dog
12099,deer
12100,horse
12101,automobile
12102,deer
12103,bird
12104,dog
12105,horse
12106,dog
12107,dog
12108,automobile
12109,bird
12110,deer
12111,horse
12112,dog
12113,truck
12114,ship
12115,truck
12116,dog
12117,deer
12118,deer
12119,automobile
12120,airplane
12121,ship
12122,dog
12123,bird
12124,ship
12125,frog
12126,horse
12127,deer
12128,ship
12129,deer
12130,ship
12131,deer
12132,frog
12133,ship
12134,deer
12135,horse
12136,cat
12137,ship
12138,ship
12139,truck
12140,dog
12141,automobile
12142,automobile
12143,ship
12144,airplane
12145,deer
12146,bird
12147,bird
12148,ship
12149,automobile
12150,truck
12151,bird
12152,frog
12153,automobile
12154,truck
12155,truck
12156,ship
12157,bird
12158,deer
12159,deer
12160,bird
12161,cat
12162,bird
12163,truck
12164,horse
12165,airplane
12166,ship
12167,ship
12168,dog
12169,ship
12170,frog
12171,ship
12172,ship
12173,dog
12174,automobile
12175,frog
12176,ship
12177,ship
12178,horse
12179,dog
12180,automobile
12181,horse
12182,cat
12183,deer
12184,dog
12185,automobile
12186,airplane
12187,frog
12188,dog
12189,automobile
12190,frog
12191,frog
12192,deer
12193,automobile
12194,automobile
12195,truck
12196,cat
12197,airplane
12198,deer
12199,dog
12200,airplane
12201,truck
12202,deer
12203,truck
12204,bird
12205,truck
12206,automobile
12207,dog
12208,cat
12209,ship
12210,frog
12211,truck
12212,truck
12213,truck
12214,ship
12215,bird
12216,frog
12217,dog
12218,airplane
12219,airplane
12220,bird
12221,cat
12222,deer
12223,airplane
12224,airplane
12225,deer
12226,airplane
12227,cat
12228,cat
12229,airplane
12230,frog
12231,automobile
12232,deer
12233,deer
12234,frog
12235,automobile
12236,deer
12237,ship
12238,horse
12239,truck
12240,frog
12241,truck
12242,frog
12243,airplane
12244,bird
12245,ship
12246,truck
12247,airplane
12248,bird
12249,ship
12250,bird
12251,cat
12252,ship
12253,cat
12254,ship
12255,airplane
12256,horse
12257,airplane
12258,truck
12259,ship
12260,frog
12261,cat
12262,truck
12263,airplane
12264,cat
12265,frog
12266,truck
12267,truck
12268,ship
12269,automobile
12270,frog
12271,airplane
12272,airplane
12273,cat
12274,frog
12275,deer
12276,horse
12277,airplane
12278,airplane
12279,horse
12280,airplane
12281,deer
12282,ship
12283,automobile
12284,bird
12285,ship
12286,automobile
12287,truck
12288,deer
12289,automobile
12290,deer
12291,ship
12292,truck
12293,airplane
12294,ship
12295,deer
12296,truck
12297,dog
12298,deer
12299,bird
12300,horse
12301,frog
12302,dog
12303,horse
12304,deer
12305,horse
12306,automobile
12307,truck
12308,frog
12309,bird
12310,ship
12311,deer
12312,deer
12313,automobile
12314,ship
12315,dog
12316,bird
12317,airplane
12318,frog
12319,horse
12320,frog
12321,frog
12322,ship
12323,dog
12324,dog
12325,truck
12326,automobile
12327,horse
12328,airplane
12329,cat
12330,airplane
12331,airplane
12332,automobile
12333,ship
12334,truck
12335,airplane
12336,frog
12337,ship
12338,horse
12339,deer
12340,frog
12341,airplane
12342,airplane
12343,ship
12344,dog
12345,bird
12346,frog
12347,bird
12348,truck
12349,dog
12350,ship
12351,automobile
12352,horse
12353,frog
12354,cat
12355,truck
12356,ship
12357,truck
12358,frog
12359,automobile
12360,truck
12361,truck
12362,bird
12363,dog
12364,horse
12365,frog
12366,frog
12367,truck
12368,dog
12369,truck
12370,bird
12371,ship
12372,horse
12373,automobile
12374,horse
12375,airplane
12376,automobile
12377,automobile
12378,dog
12379,truck
12380,deer
12381,frog
12382,truck
12383,horse
12384,truck
12385,truck
12386,deer
12387,horse
12388,bird
12389,airplane
12390,frog
12391,automobile
12392,truck
12393,horse
12394,frog
12395,ship
12396,dog
12397,airplane
12398,dog
12399,truck
12400,truck
12401,airplane
12402,ship
12403,horse
12404,deer
12405,cat
12406,bird
12407,ship
12408,frog
12409,dog
12410,frog
12411,ship
12412,dog
12413,truck
12414,dog
12415,airplane
12416,dog
12417,airplane
12418,frog
12419,cat
12420,deer
12421,truck
12422,airplane
12423,horse
12424,dog
12425,truck
12426,horse
12427,deer
12428,truck
12429,automobile
12430,automobile
12431,automobile
12432,bird
12433,horse
12434,airplane
12435,ship
12436,dog
12437,automobile
12438,airplane
12439,automobile
12440,frog
12441,deer
12442,horse
12443,frog
12444,frog
12445,deer
12446,deer
12447,horse
12448,bird
12449,dog
12450,ship
12451,automobile
12452,bird
12453,horse
12454,bird
12455,airplane
12456,airplane
12457,truck
12458,bird
12459,bird
12460,deer
12461,ship
12462,automobile
12463,truck
12464,deer
12465,deer
12466,dog
12467,horse
12468,cat
12469,horse
12470,truck
12471,ship
12472,horse
12473,truck
12474,deer
12475,horse
12476,dog
12477,airplane
12478,frog
12479,airplane
12480,cat
12481,frog
12482,truck
12483,airplane
12484,horse
12485,deer
12486,frog
12487,automobile
12488,ship
12489,automobile
12490,horse
12491,cat
12492,deer
12493,dog
12494,automobile
12495,ship
12496,airplane
12497,ship
12498,automobile
12499,airplane
12500,horse
12501,horse
12502,airplane
12503,bird
12504,frog
12505,airplane
12506,frog
12507,horse
12508,ship
12509,cat
12510,dog
12511,cat
12512,truck
12513,deer
12514,airplane
12515,deer
12516,dog
12517,horse
12518,airplane
12519,frog
12520,frog
12521,ship
12522,ship
12523,deer
12524,airplane
12525,deer
12526,deer
12527,frog
12528,frog
12529,bird
12530,frog
12531,automobile
12532,deer
12533,ship
12534,airplane
12535,truck
12536,horse
12537,frog
12538,truck
12539,frog
12540,ship
12541,ship
12542,ship
12543,truck
12544,automobile
12545,airplane
12546,deer
12547,deer
12548,horse
12549,bird
12550,deer
12551,dog
12552,dog
12553,truck
12554,frog
12555,ship
12556,horse
12557,dog
12558,frog
12559,deer
12560,ship
12561,truck
12562,truck
12563,frog
12564,deer
12565,frog
12566,ship
12567,automobile
12568,cat
12569,automobile
12570,truck
12571,dog
12572,truck
12573,deer
12574,frog
12575,dog
12576,ship
12577,dog
12578,horse
12579,deer
12580,frog
12581,bird
12582,automobile
12583,ship
12584,horse
12585,truck
12586,automobile
12587,ship
12588,dog
12589,truck
12590,truck
12591,truck
12592,frog
12593,frog
12594,truck
12595,airplane
12596,automobile
12597,horse
12598,dog
12599,horse
12600,ship
12601,airplane
12602,ship
12603,truck
12604,deer
12605,automobile
12606,truck
12607,truck
12608,dog
12609,ship
12610,dog
12611,truck
12612,frog
12613,truck
12614,ship
12615,bird
12616,horse
12617,ship
12618,deer
12619,bird
12620,truck
12621,airplane
12622,airplane
12623,deer
12624,frog
12625,truck
12626,dog
12627,automobile
12628,horse
12629,frog
12630,horse
12631,truck
12632,ship
12633,cat
12634,deer
12635,bird
12636,frog
12637,cat
12638,airplane
12639,frog
12640,ship
12641,bird
12642,frog
12643,automobile
12644,truck
12645,cat
12646,frog
12647,airplane
12648,bird
12649,airplane
12650,frog
12651,cat
12652,airplane
12653,truck
12654,bird
12655,airplane
12656,truck
12657,automobile
12658,cat
12659,truck
12660,truck
12661,airplane
12662,truck
12663,automobile
12664,airplane
12665,airplane
12666,truck
12667,truck
12668,dog
12669,frog
12670,frog
12671,ship
12672,bird
12673,ship
12674,horse
12675,ship
12676,horse
12677,ship
12678,bird
12679,horse
12680,horse
12681,truck
12682,truck
12683,airplane
12684,ship
12685,ship
12686,horse
12687,ship
12688,dog
12689,automobile
12690,dog
12691,frog
12692,bird
12693,bird
12694,automobile
12695,truck
12696,deer
12697,bird
12698,ship
12699,truck
12700,dog
12701,automobile
12702,dog
12703,ship
12704,automobile
12705,ship
12706,ship
12707,bird
12708,dog
12709,frog
12710,automobile
12711,truck
12712,ship
12713,airplane
12714,truck
12715,dog
12716,frog
12717,frog
12718,frog
12719,horse
12720,ship
12721,automobile
12722,airplane
12723,deer
12724,ship
12725,horse
12726,bird
12727,ship
12728,frog
12729,automobile
12730,bird
12731,truck
12732,truck
12733,cat
12734,airplane
12735,automobile
12736,horse
12737,airplane
12738,automobile
12739,dog
12740,airplane
12741,dog
12742,bird
12743,airplane
12744,airplane
12745,cat
12746,deer
12747,horse
12748,dog
12749,frog
12750,deer
12751,bird
12752,cat
12753,dog
12754,frog
12755,frog
12756,bird
12757,cat
12758,truck
12759,deer
12760,bird
12761,airplane
12762,ship
12763,airplane
12764,automobile
12765,dog
12766,ship
12767,bird
12768,horse
12769,horse
12770,deer
12771,truck
12772,ship
12773,deer
12774,ship
12775,dog
12776,airplane
12777,horse
12778,bird
12779,ship
12780,deer
12781,ship
12782,truck
12783,airplane
12784,bird
12785,deer
12786,truck
12787,dog
12788,automobile
12789,dog
12790,automobile
12791,cat
12792,ship
12793,ship
12794,horse
12795,frog
12796,bird
12797,frog
12798,truck
12799,horse
12800,dog
12801,automobile
12802,automobile
12803,dog
12804,frog
12805,bird
12806,frog
12807,truck
12808,dog
12809,horse
12810,deer
12811,cat
12812,truck
12813,automobile
12814,dog
12815,automobile
12816,horse
12817,frog
12818,automobile
12819,dog
12820,deer
12821,cat
12822,airplane
12823,automobile
12824,cat
12825,truck
12826,truck
12827,ship
12828,automobile
12829,ship
12830,truck
12831,dog
12832,frog
12833,automobile
12834,bird
12835,truck
12836,dog
12837,bird
12838,automobile
12839,dog
12840,bird
12841,bird
12842,truck
12843,automobile
12844,ship
12845,truck
12846,frog
12847,ship
12848,deer
12849,automobile
12850,deer
12851,deer
12852,automobile
12853,dog
12854,bird
12855,dog
12856,ship
12857,airplane
12858,frog
12859,dog
12860,truck
12861,ship
12862,automobile
12863,deer
12864,horse
12865,automobile
12866,bird
12867,automobile
12868,automobile
12869,airplane
12870,truck
12871,truck
12872,bird
12873,bird
12874,dog
12875,dog
12876,deer
12877,deer
12878,ship
12879,ship
12880,truck
12881,deer
12882,frog
12883,dog
12884,frog
12885,frog
12886,bird
12887,bird
12888,ship
12889,automobile
12890,horse
12891,deer
12892,horse
12893,frog
12894,truck
12895,horse
12896,automobile
12897,dog
12898,horse
12899,frog
12900,truck
12901,ship
12902,ship
12903,automobile
12904,bird
12905,dog
12906,frog
12907,cat
12908,dog
12909,dog
12910,airplane
12911,frog
12912,frog
12913,horse
12914,ship
12915,frog
12916,ship
12917,horse
12918,truck
12919,frog
12920,truck
12921,horse
12922,ship
12923,frog
12924,horse
12925,truck
12926,cat
12927,truck
12928,truck
12929,horse
12930,airplane
12931,ship
12932,bird
12933,frog
12934,bird
12935,cat
12936,bird
12937,bird
12938,deer
12939,horse
12940,frog
12941,bird
12942,automobile
12943,automobile
12944,dog
12945,truck
12946,truck
12947,truck
12948,airplane
12949,horse
12950,bird
12951,cat
12952,dog
12953,horse
12954,deer
12955,airplane
12956,horse
12957,airplane
12958,deer
12959,ship
12960,airplane
12961,ship
12962,frog
12963,ship
12964,dog
12965,airplane
12966,airplane
12967,horse
12968,horse
12969,horse
12970,automobile
12971,automobile
12972,horse
12973,frog
12974,truck
12975,airplane
12976,dog
12977,horse
12978,frog
12979,truck
12980,truck
12981,automobile
12982,cat
12983,bird
12984,horse
12985,horse
12986,bird
12987,cat
12988,horse
12989,dog
12990,dog
12991,cat
12992,truck
12993,dog
12994,truck
12995,cat
12996,airplane
12997,frog
12998,airplane
12999,automobile
13000,bird
13001,truck
13002,ship
13003,airplane
13004,airplane
13005,automobile
13006,truck
13007,dog
13008,dog
13009,frog
13010,automobile
13011,bird
13012,airplane
13013,frog
13014,ship
13015,frog
13016,frog
13017,airplane
13018,truck
13019,truck
13020,ship
13021,automobile
13022,airplane
13023,airplane
13024,frog
13025,deer
13026,airplane
13027,horse
13028,deer
13029,horse
13030,automobile
13031,deer
13032,airplane
13033,frog
13034,cat
13035,bird
13036,dog
13037,truck
13038,truck
13039,truck
13040,automobile
13041,frog
13042,horse
13043,ship
13044,ship
13045,frog
13046,automobile
13047,bird
13048,automobile
13049,ship
13050,bird
13051,bird
13052,truck
13053,deer
13054,frog
13055,cat
13056,frog
13057,truck
13058,dog
13059,deer
13060,bird
13061,horse
13062,deer
13063,truck
13064,horse
13065,truck
13066,automobile
13067,frog
13068,dog
13069,frog
13070,horse
13071,dog
13072,ship
13073,dog
13074,frog
13075,automobile
13076,deer
13077,automobile
13078,frog
13079,airplane
13080,bird
13081,deer
13082,deer
13083,deer
13084,truck
13085,automobile
13086,frog
13087,airplane
13088,dog
13089,deer
13090,deer
13091,dog
13092,automobile
13093,airplane
13094,airplane
13095,airplane
13096,dog
13097,horse
13098,ship
13099,truck
13100,deer
13101,frog
13102,truck
13103,dog
13104,deer
13105,automobile
13106,ship
13107,bird
13108,frog
13109,ship
13110,airplane
13111,truck
13112,deer
13113,horse
13114,ship
13115,frog
13116,frog
13117,frog
13118,frog
13119,dog
13120,cat
13121,dog
13122,horse
13123,ship
13124,horse
13125,airplane
13126,horse
13127,dog
13128,truck
13129,automobile
13130,horse
13131,ship
13132,airplane
13133,bird
13134,ship
13135,ship
13136,dog
13137,dog
13138,frog
13139,deer
13140,airplane
13141,horse
13142,airplane
13143,ship
13144,frog
13145,frog
13146,horse
13147,dog
13148,dog
13149,automobile
13150,airplane
13151,frog
13152,bird
13153,truck
13154,dog
13155,deer
13156,frog
13157,truck
13158,truck
13159,ship
13160,ship
13161,airplane
13162,ship
13163,automobile
13164,dog
13165,frog
13166,bird
13167,automobile
13168,frog
13169,automobile
13170,automobile
13171,automobile
13172,automobile
13173,automobile
13174,airplane
13175,truck
13176,frog
13177,airplane
13178,deer
13179,airplane
13180,frog
13181,automobile
13182,ship
13183,truck
13184,frog
13185,automobile
13186,ship
13187,truck
13188,automobile
13189,ship
13190,deer
13191,horse
13192,dog
13193,ship
13194,bird
13195,dog
13196,airplane
13197,automobile
13198,deer
13199,horse
13200,ship
13201,bird
13202,airplane
13203,frog
13204,frog
13205,frog
13206,automobile
13207,dog
13208,dog
13209,frog
13210,frog
13211,automobile
13212,truck
13213,deer
13214,cat
13215,horse
13216,cat
13217,frog
13218,bird
13219,truck
13220,frog
13221,deer
13222,dog
13223,dog
13224,airplane
13225,automobile
13226,airplane
13227,bird
13228,dog
13229,automobile
13230,automobile
13231,bird
13232,bird
13233,deer
13234,horse
13235,frog
13236,automobile
13237,dog
13238,deer
13239,truck
13240,dog
13241,horse
13242,dog
13243,truck
13244,cat
13245,truck
13246,ship
13247,dog
13248,dog
13249,automobile
13250,frog
13251,dog
13252,ship
13253,ship
13254,truck
13255,truck
13256,truck
13257,truck
13258,automobile
13259,cat
13260,dog
13261,frog
13262,ship
13263,automobile
13264,ship
13265,bird
13266,dog
13267,truck
13268,horse
13269,deer
13270,frog
13271,horse
13272,truck
13273,truck
13274,dog
13275,frog
13276,dog
13277,deer
13278,truck
13279,truck
13280,airplane
13281,deer
13282,frog
13283,truck
13284,horse
13285,deer
13286,frog
13287,frog
13288,dog
13289,ship
13290,frog
13291,ship
13292,horse
13293,ship
13294,deer
13295,horse
13296,automobile
13297,truck
13298,frog
13299,cat
13300,airplane
13301,automobile
13302,deer
13303,dog
13304,deer
13305,bird
13306,frog
13307,ship
13308,frog
13309,automobile
13310,ship
13311,ship
13312,airplane
13313,airplane
13314,truck
13315,truck
13316,deer
13317,automobile
13318,dog
13319,horse
13320,truck
13321,horse
13322,bird
13323,horse
13324,dog
13325,frog
13326,ship
13327,airplane
13328,horse
13329,automobile
13330,airplane
13331,ship
13332,deer
13333,cat
13334,ship
13335,deer
13336,frog
13337,truck
13338,airplane
13339,deer
13340,cat
13341,truck
13342,ship
13343,cat
13344,ship
13345,deer
13346,ship
13347,automobile
13348,deer
13349,horse
13350,dog
13351,bird
13352,horse
13353,automobile
13354,deer
13355,deer
13356,truck
13357,ship
13358,frog
13359,bird
13360,bird
13361,cat
13362,truck
13363,airplane
13364,dog
13365,ship
13366,cat
13367,horse
13368,airplane
13369,automobile
13370,automobile
13371,dog
13372,dog
13373,horse
13374,dog
13375,dog
13376,truck
13377,ship
13378,truck
13379,frog
13380,ship
13381,dog
13382,deer
13383,truck
13384,airplane
13385,truck
13386,truck
13387,dog
13388,airplane
13389,horse
13390,airplane
13391,deer
13392,automobile
13393,deer
13394,truck
13395,deer
13396,horse
13397,airplane
13398,ship
13399,horse
13400,automobile
13401,dog
13402,frog
13403,ship
13404,airplane
13405,ship
13406,frog
13407,truck
13408,frog
13409,ship
13410,truck
13411,ship
13412,ship
13413,frog
13414,airplane
13415,bird
13416,automobile
13417,ship
13418,automobile
13419,deer
13420,automobile
13421,dog
13422,automobile
13423,dog
13424,frog
13425,truck
13426,ship
13427,horse
13428,airplane
13429,frog
13430,horse
13431,deer
13432,truck
13433,bird
13434,horse
13435,automobile
13436,dog
13437,deer
13438,airplane
13439,dog
13440,frog
13441,dog
13442,ship
13443,ship
13444,dog
13445,bird
13446,cat
13447,deer
13448,dog
13449,truck
13450,cat
13451,ship
13452,deer
13453,ship
13454,deer
13455,automobile
13456,deer
13457,frog
13458,airplane
13459,airplane
13460,dog
13461,ship
13462,bird
13463,deer
13464,bird
13465,horse
13466,cat
13467,ship
13468,frog
13469,ship
13470,truck
13471,automobile
13472,deer
13473,bird
13474,bird
13475,truck
13476,dog
13477,deer
13478,deer
13479,airplane
13480,automobile
13481,frog
13482,horse
13483,truck
13484,frog
13485,ship
13486,frog
13487,truck
13488,truck
13489,truck
13490,dog
13491,dog
13492,deer
13493,truck
13494,frog
13495,frog
13496,automobile
13497,dog
13498,dog
13499,ship
13500,deer
13501,truck
13502,ship
13503,dog
13504,deer
13505,frog
13506,airplane
13507,dog
13508,truck
13509,ship
13510,dog
13511,ship
13512,airplane
13513,cat
13514,frog
13515,bird
13516,deer
13517,cat
13518,airplane
13519,automobile
13520,deer
13521,horse
13522,frog
13523,deer
13524,dog
13525,automobile
13526,airplane
13527,truck
13528,bird
13529,horse
13530,bird
13531,dog
13532,airplane
13533,cat
13534,airplane
13535,automobile
13536,truck
13537,ship
13538,cat
13539,truck
13540,automobile
13541,frog
13542,deer
13543,dog
13544,truck
13545,deer
13546,truck
13547,truck
13548,horse
13549,bird
13550,truck
13551,cat
13552,deer
13553,deer
13554,truck
13555,airplane
13556,truck
13557,deer
13558,dog
13559,cat
13560,horse
13561,horse
13562,airplane
13563,airplane
13564,truck
13565,frog
13566,cat
13567,deer
13568,deer
13569,frog
13570,bird
13571,deer
13572,truck
13573,truck
13574,truck
13575,ship
13576,ship
13577,dog
13578,frog
13579,ship
13580,truck
13581,dog
13582,cat
13583,airplane
13584,dog
13585,frog
13586,truck
13587,ship
13588,frog
13589,ship
13590,horse
13591,automobile
13592,truck
13593,deer
13594,dog
13595,deer
13596,deer
13597,horse
13598,airplane
13599,dog
13600,deer
13601,dog
13602,truck
13603,horse
13604,bird
13605,dog
13606,bird
13607,frog
13608,deer
13609,dog
13610,horse
13611,truck
13612,horse
13613,deer
13614,bird
13615,dog
13616,ship
13617,deer
13618,bird
13619,automobile
13620,airplane
13621,automobile
13622,dog
13623,horse
13624,airplane
13625,horse
13626,truck
13627,airplane
13628,automobile
13629,ship
13630,dog
13631,horse
13632,deer
13633,deer
13634,automobile
13635,frog
13636,ship
13637,dog
13638,frog
13639,frog
13640,horse
13641,truck
13642,dog
13643,deer
13644,airplane
13645,airplane
13646,frog
13647,ship
13648,ship
13649,frog
13650,deer
13651,ship
13652,truck
13653,automobile
13654,horse
13655,ship
13656,ship
13657,ship
13658,dog
13659,frog
13660,dog
13661,frog
13662,airplane
13663,truck
13664,truck
13665,automobile
13666,automobile
13667,deer
13668,truck
13669,automobile
13670,truck
13671,ship
13672,dog
13673,automobile
13674,dog
13675,truck
13676,frog
13677,bird
13678,frog
13679,airplane
13680,airplane
13681,truck
13682,truck
13683,deer
13684,ship
13685,truck
13686,airplane
13687,bird
13688,bird
13689,bird
13690,bird
13691,truck
13692,horse
13693,ship
13694,dog
13695,automobile
13696,airplane
13697,cat
13698,frog
13699,horse
13700,frog
13701,bird
13702,deer
13703,ship
13704,ship
13705,dog
13706,cat
13707,deer
13708,ship
13709,dog
13710,cat
13711,airplane
13712,frog
13713,truck
13714,horse
13715,truck
13716,dog
13717,ship
13718,automobile
13719,horse
13720,airplane
13721,dog
13722,truck
13723,frog
13724,truck
13725,dog
13726,frog
13727,airplane
13728,ship
13729,cat
13730,frog
13731,truck
13732,horse
13733,airplane
13734,truck
13735,deer
13736,frog
13737,truck
13738,deer
13739,deer
13740,ship
13741,truck
13742,truck
13743,ship
13744,automobile
13745,cat
13746,horse
13747,automobile
13748,horse
13749,dog
13750,horse
13751,horse
13752,frog
13753,frog
13754,cat
13755,frog
13756,dog
13757,bird
13758,ship
13759,ship
13760,bird
13761,ship
13762,frog
13763,frog
13764,horse
13765,airplane
13766,deer
13767,deer
13768,dog
13769,airplane
13770,horse
13771,bird
13772,truck
13773,deer
13774,horse
13775,frog
13776,truck
13777,deer
13778,truck
13779,frog
13780,ship
13781,truck
13782,automobile
13783,airplane
13784,automobile
13785,frog
13786,airplane
13787,bird
13788,airplane
13789,ship
13790,dog
13791,deer
13792,automobile
13793,deer
13794,deer
13795,horse
13796,truck
13797,dog
13798,automobile
13799,dog
13800,airplane
13801,horse
13802,ship
13803,automobile
13804,airplane
13805,frog
13806,deer
13807,truck
13808,dog
13809,airplane
13810,airplane
13811,frog
13812,dog
13813,horse
13814,frog
13815,truck
13816,ship
13817,dog
13818,bird
13819,automobile
13820,truck
13821,cat
13822,deer
13823,horse
13824,ship
13825,automobile
13826,airplane
13827,automobile
13828,frog
13829,deer
13830,ship
13831,dog
13832,cat
13833,ship
13834,deer
13835,truck
13836,ship
13837,dog
13838,automobile
13839,frog
13840,frog
13841,bird
13842,dog
13843,dog
13844,bird
13845,truck
13846,automobile
13847,truck
13848,dog
13849,truck
13850,horse
13851,ship
13852,ship
13853,automobile
13854,bird
13855,airplane
13856,frog
13857,automobile
13858,horse
13859,dog
13860,truck
13861,truck
13862,deer
13863,airplane
13864,ship
13865,horse
13866,deer
13867,frog
13868,cat
13869,cat
13870,horse
13871,automobile
13872,deer
13873,ship
13874,automobile
13875,truck
13876,truck
13877,truck
13878,bird
13879,horse
13880,frog
13881,bird
13882,automobile
13883,frog
13884,airplane
13885,frog
13886,frog
13887,deer
13888,frog
13889,bird
13890,horse
13891,truck
13892,ship
13893,horse
13894,truck
13895,ship
13896,bird
13897,dog
13898,horse
13899,frog
13900,airplane
13901,deer
13902,frog
13903,cat
13904,airplane
13905,frog
13906,dog
13907,ship
13908,automobile
13909,cat
13910,deer
13911,horse
13912,deer
13913,ship
13914,airplane
13915,deer
13916,deer
13917,bird
13918,airplane
13919,bird
13920,airplane
13921,frog
13922,automobile
13923,horse
13924,airplane
13925,truck
13926,ship
13927,truck
13928,dog
13929,dog
13930,dog
13931,ship
13932,dog
13933,frog
13934,airplane
13935,ship
13936,ship
13937,automobile
13938,deer
13939,frog
13940,truck
13941,cat
13942,bird
13943,deer
13944,ship
13945,truck
13946,frog
13947,frog
13948,airplane
13949,ship
13950,truck
13951,truck
13952,bird
13953,airplane
13954,horse
13955,airplane
13956,automobile
13957,automobile
13958,dog
13959,horse
13960,deer
13961,bird
13962,bird
13963,ship
13964,truck
13965,ship
13966,dog
13967,frog
13968,ship
13969,airplane
13970,dog
13971,frog
13972,truck
13973,horse
13974,horse
13975,automobile
13976,deer
13977,cat
13978,dog
13979,airplane
13980,airplane
13981,deer
13982,airplane
13983,airplane
13984,airplane
13985,ship
13986,deer
13987,ship
13988,automobile
13989,dog
13990,deer
13991,automobile
13992,horse
13993,automobile
13994,automobile
13995,deer
13996,frog
13997,dog
13998,ship
13999,deer
14000,frog
14001,dog
14002,bird
14003,horse
14004,bird
14005,automobile
14006,frog
14007,cat
14008,ship
14009,ship
14010,deer
14011,frog
14012,cat
14013,truck
14014,automobile
14015,dog
14016,bird
14017,frog
14018,deer
14019,ship
14020,ship
14021,truck
14022,automobile
14023,airplane
14024,automobile
14025,horse
14026,automobile
14027,cat
14028,airplane
14029,ship
14030,bird
14031,horse
14032,cat
14033,truck
14034,bird
14035,airplane
14036,automobile
14037,truck
14038,bird
14039,automobile
14040,ship
14041,bird
14042,automobile
14043,dog
14044,frog
14045,deer
14046,automobile
14047,truck
14048,horse
14049,automobile
14050,dog
14051,dog
14052,horse
14053,deer
14054,deer
14055,frog
14056,dog
14057,cat
14058,automobile
14059,truck
14060,frog
14061,ship
14062,bird
14063,bird
14064,airplane
14065,horse
14066,truck
14067,frog
14068,deer
14069,truck
14070,automobile
14071,truck
14072,automobile
14073,bird
14074,dog
14075,ship
14076,deer
14077,dog
14078,frog
14079,airplane
14080,dog
14081,airplane
14082,deer
14083,automobile
14084,deer
14085,dog
14086,automobile
14087,deer
14088,ship
14089,airplane
14090,airplane
14091,automobile
14092,airplane
14093,airplane
14094,dog
14095,bird
14096,dog
14097,dog
14098,automobile
14099,cat
14100,deer
14101,truck
14102,automobile
14103,horse
14104,airplane
14105,truck
14106,airplane
